Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;13.600;KG;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;10.000;PCS;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-07-01;2025-06-27;IPS12101;223210011590
