Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Others;54.100;KG;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12101;223210010062
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;10.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12105;223210010062
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12105;223210010062
Z210;D55L;67462-BZ090-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12105;223210010062
Z210;D55L;67453-BZ140-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12105;223210010062
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12101;223210010062
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12101;223210010062
Z210;P2-31A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12101;223210010062
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12101;223210010062
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-10-01;2024-10-01;IPS12101;223210010062
