Z210;D74A;67458-BZ200-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12105;223210009025
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12101;223210009025
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12101;223210009025
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12101;223210009025
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12101;223210009025
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12101;223210009025
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12101;223210009025
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12101;223210009025
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-28;IPS12101;223210009025
