Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;32.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12105;223210008187
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12101;223210008187
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12101;223210008187
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12101;223210008187
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12101;223210008187
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12101;223210008187
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12101;223210008187
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12101;223210008187
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-20;IPS12101;223210008187
