Z110;P2-30A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Dented;15.300;KG;Shamratul Nahar Mohammad;2025-01-21;2025-01-16;IPS12101;223210010748
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Shamratul Nahar Mohammad;2025-01-21;2025-01-16;IPS12105;223210010748
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Shamratul Nahar Mohammad;2025-01-21;2025-01-16;IPS12105;223210010748
Z210;D55L;67462-BZ090-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2025-01-21;2025-01-16;IPS12105;223210010748
Z210;D55L;67453-BZ140-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2025-01-21;2025-01-16;IPS12105;223210010748
Z210;D38L;67453-BZ070-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2025-01-21;2025-01-16;IPS12105;223210010748
Z210;D38L;67457-BZ150-SGP3;551;;1;N1P3;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-21;2025-01-16;IPS12105;223210010748
Z210;D38L;67458-BZ130-SGP3;551;;1;N1P3;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-21;2025-01-16;IPS12105;223210010748
