Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;2.000;KG;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12101;223210010726
Z210;P2-13A;PW935250-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12105;223210010726
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Bending NG;17.000;PCS;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12101;223210010726
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12101;223210010726
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12101;223210010726
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12101;223210010726
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12101;223210010726
Z210;P2-31A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12101;223210010726
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2025-01-16;2025-01-10;IPS12101;223210010726
