Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12105;223210009783
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
Z210;P2-13A;PW932577-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
Z210;P2-30A;PW933794-RF;551;;1;N1RF1;P120;Process;Cutting NG;4.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-18;IPS12101;223210009783
