Z210;D74A;67458-BZ200-SG;551;;1;N1P1;P120;Process;THREAD NG;3.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12105;223210010719
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010719
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010719
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010719
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Cutting NG;8.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010719
Z210;P2-30A;PW933794-RF;551;;1;N1RF1;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010719
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010719
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010719
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010719
