Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;109.700;KG;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12101;223210010393
Z210;D55L;67457-BZ120-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12105;223210010393
Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12105;223210010393
Z210;P2-13A;PW935250-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12105;223210010393
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Level NG;2.000;PCS;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12101;223210010393
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12101;223210010393
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12101;223210010393
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12101;223210010393
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2024-11-14;2024-11-07;IPS12101;223210010393
