Z110;P2-30A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Hump;42.000;KG;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12101;223210008829
Z210;D92A;67457-BZ180-SGP3;551;;1;N1P3;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12105;223210008829
Z210;D92A;67458-BZ180-SGP3;551;;1;N1P3;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12105;223210008829
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12105;223210008829
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;9.000;PCS;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12105;223210008829
Z210;P2-30A;PW933725-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12105;223210008829
Z210;P2-13A;PW935103-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12105;223210008829
Z210;P2-13A;PW935504-SG;551;;1;N1P1;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12105;223210008829
Z210;P2-13A;PW935250-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-23;2024-01-18;IPS12105;223210008829
