Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-15;IPS12105;223210008505
Z210;T00;72910-50T00T010-EX;551;;1;N1TPX2;P120;Process;Over Flock;32.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-23;IPS12103;223210008505
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-15;IPS12101;223210008505
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-15;IPS12101;223210008505
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-15;IPS12101;223210008505
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-15;IPS12101;223210008505
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-15;IPS12101;223210008505
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-15;IPS12101;223210008505
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-15;IPS12101;223210008505
