Z110;P2-30A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;69.700;KG;Shamratul Nahar Mohammad;2024-08-20;2024-08-08;IPS12101;223210009927
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009927
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009927
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009927
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009927
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009927
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009927
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009927
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009927
