ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935209;30.000;PCS;1 of 3;220000104126;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW932563;30.000;PCS;1 of 2;220000104129;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW932563;30.000;PCS;2 of 2;220000104129;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935225;30.000;PCS;2 of 2;220000104124;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935209;30.000;PCS;2 of 2;220000104126;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW932563;30.000;PCS;1 of 2;220000104129;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935225;30.000;PCS;1 of 2;220000104124;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935209;30.000;PCS;1 of 2;220000104126;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935225;30.000;PCS;2 of 2;220000104124;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935210;30.000;PCS;2 of 2;220000104128;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935226;30.000;PCS;1 of 1;220000104130;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935225;30.000;PCS;1 of 2;220000104124;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935210;30.000;PCS;1 of 2;220000104128;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW838181;30.000;PCS;1 of 1;220000104133;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935210;30.000;PCS;2 of 2;220000104127;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935226;30.000;PCS;2 of 2;220000104130;311;224310057557
ZULKIFLY;19-08-2022;2200;D/S;P130;W130;PW935210;30.000;PCS;1 of 1;220000104127;311;224310057557
